Date,Open,High,Low,Close,Adj Close,Volume
2014-12-01,1325.250000,1355.469971,1172.500000,1279.119995,1089.853638,44578912
2015-01-01,1283.500000,1299.949951,1203.719971,1241.030029,1057.399658,54205486
2015-02-01,1241.000000,1365.000000,1216.500000,1331.180054,1138.758789,50414346
2015-03-01,1339.849976,1406.050049,1250.500000,1276.969971,1092.384766,47499206
2015-04-01,1279.000000,1356.949951,1200.500000,1231.849976,1053.786865,57822976
2015-05-01,1231.849976,1324.300049,1226.849976,1305.150024,1116.491333,48810590
2015-06-01,1304.719971,1323.550049,1238.400024,1275.469971,1091.101563,43641462
2015-07-01,1281.949951,1323.449951,1227.500000,1255.380005,1094.070313,47457494
2015-08-01,1251.699951,1376.430054,1243.000000,1282.030029,1122.108887,52523858
2015-09-01,1278.000000,1321.849976,1245.000000,1294.030029,1132.612183,44310638
2015-10-01,1299.500000,1385.000000,1227.930054,1247.599976,1091.973999,59754614
2015-11-01,1250.000000,1273.900024,1166.250000,1186.780029,1047.838257,32573672
2015-12-01,1181.449951,1233.199951,1157.619995,1218.430054,1075.782837,41130386
2016-01-01,1219.500000,1219.500000,1121.500000,1195.650024,1055.669922,47374642
2016-02-01,1195.550049,1220.000000,1057.500000,1088.400024,965.634460,34424190
2016-03-01,1096.500000,1275.000000,1081.000000,1260.150024,1118.011841,42997674
2016-04-01,1252.500000,1276.750000,1201.150024,1267.750000,1124.754883,49196874
2016-05-01,1264.500000,1323.500000,1215.500000,1284.699951,1139.793091,33659726
2016-06-01,1285.599976,1338.849976,1229.199951,1276.550049,1132.562500,43850532
2016-07-01,1281.000000,1317.449951,1201.750000,1309.650024,1186.290161,52253628
2016-08-01,1316.000000,1372.400024,1233.380005,1255.650024,1143.286011,46041780
2016-09-01,1262.449951,1267.469971,1142.380005,1215.400024,1106.637939,51842742
2016-10-01,1225.000000,1228.819946,1145.500000,1199.349976,1092.023926,41500766
2016-11-01,1199.849976,1199.849976,1025.949951,1138.030029,1041.767700,54418020
2016-12-01,1138.500000,1189.300049,1072.819946,1182.780029,1082.732544,41661230
2017-01-01,1183.300049,1194.969971,1100.030029,1114.900024,1020.594055,59700074
2017-02-01,1110.000000,1277.500000,1076.500000,1233.119995,1135.272217,67284244
2017-03-01,1239.949951,1293.569946,1203.000000,1215.900024,1119.418701,47388540
2017-04-01,1217.500000,1224.500000,1126.400024,1136.569946,1046.383545,43460404
2017-05-01,1136.569946,1318.780029,1134.250000,1273.300049,1172.263916,51544820
2017-06-01,1265.000000,1354.469971,1161.550049,1181.180054,1087.453491,51191716
2017-07-01,1178.699951,1292.400024,1162.750000,1245.900024,1159.862305,45807876
2017-08-01,1250.000000,1274.949951,1230.050049,1248.180054,1165.258911,32619012
2017-09-01,1240.000000,1270.500000,1210.750000,1217.969971,1137.056152,33580344
2017-10-01,1217.969971,1320.000000,1212.199951,1312.000000,1224.839355,35633200
2017-11-01,1312.000000,1388.699951,1289.430054,1318.500000,1234.258301,39628200
2017-12-01,1317.500000,1354.449951,1247.180054,1350.599976,1264.307251,40300720
2018-01-01,1341.150024,1629.530029,1310.099976,1556.180054,1456.752319,58090866
2018-02-01,1562.000000,1595.000000,1446.250000,1517.530029,1423.940063,46273616
2018-03-01,1524.500000,1563.500000,1390.780029,1424.569946,1336.713013,145325896
2018-04-01,1420.000000,1780.000000,1420.000000,1766.050049,1657.133179,116302252
2018-05-01,1766.050049,1837.400024,1698.349976,1741.050049,1633.675171,65337535
2018-06-01,1754.000000,1885.150024,1711.150024,1847.750000,1748.221802,74257498
2018-07-01,1852.000000,2015.000000,1841.099976,1940.199951,1835.691895,86782242
2018-08-01,1949.949951,2092.000000,1945.000000,2078.399902,1970.410156,42262316
2018-09-01,2084.800049,2211.899902,2018.150024,2183.699951,2070.238770,44640172
2018-10-01,2190.899902,2275.949951,1784.349976,1938.150024,1837.447266,68060513
2018-11-01,1943.650024,1997.000000,1784.500000,1968.250000,1869.913818,52728186
2018-12-01,1984.000000,2029.699951,1870.250000,1893.050049,1798.471069,49342879
2019-01-01,1896.000000,2019.750000,1808.000000,2014.099976,1913.472900,69895226
2019-02-01,2009.500000,2097.949951,1881.300049,1983.449951,1888.393311,62771882
2019-03-01,1995.050049,2068.949951,1958.050049,2001.650024,1905.721191,53475963
2019-04-01,2010.000000,2266.949951,2007.000000,2260.350098,2152.022949,67089639
2019-05-01,2260.350098,2260.350098,2032.250000,2196.550049,2091.280762,60480346
2019-06-01,2201.000000,2292.500000,2142.100098,2227.199951,2120.461426,46280351
2019-07-01,2235.000000,2258.800049,2060.000000,2205.699951,2116.986084,60441617
2019-08-01,2200.000000,2282.000000,2143.250000,2259.600098,2173.783691,44449609
2019-09-01,2259.600098,2296.199951,1975.000000,2099.300049,2019.571655,56752600
2019-10-01,2095.949951,2284.949951,1925.000000,2269.649902,2183.451904,73272404
2019-11-01,2264.000000,2275.000000,2035.050049,2053.250000,2014.650024,59754775
2019-12-01,2060.000000,2246.699951,1984.000000,2161.699951,2121.061035,86634118
2020-01-01,2168.000000,2260.000000,2071.600098,2079.050049,2039.964844,63370917
2020-02-01,2079.500000,2230.000000,1990.000000,2000.150024,1967.004639,50645330
2020-03-01,2035.000000,2147.750000,1506.050049,1826.099976,1795.838989,115636914
2020-04-01,1825.900024,2032.000000,1650.000000,2014.449951,1995.542236,88919456
2020-05-01,1966.000000,2032.000000,1865.199951,1972.349976,1953.837280,65345631
2020-06-01,1990.000000,2132.000000,1981.099976,2082.149902,2062.606689,73992134
2020-07-01,2079.699951,2358.000000,2079.500000,2281.399902,2266.629883,106379633
2020-08-01,2290.449951,2328.000000,2216.449951,2257.250000,2247.666992,65560742
2020-09-01,2269.000000,2555.000000,2241.300049,2492.300049,2481.718994,116405821
2020-10-01,2510.000000,2885.000000,2492.300049,2664.850098,2653.536621,128617294
