Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,45.299999,52.799999,38.049999,40.599998,38.732315,6378115
2010-02-01,40.299999,48.400002,36.099998,37.799999,36.061119,2574849
2010-03-01,38.950001,44.250000,33.150002,34.599998,33.008331,2019820
2010-04-01,35.200001,42.799999,33.900002,39.900002,38.064518,9125172
2010-05-01,40.099998,40.099998,31.000000,32.799999,31.291138,2308845
2010-06-01,33.000000,38.400002,30.900000,34.400002,32.817532,4857315
2010-07-01,34.400002,46.950001,32.650002,45.700001,43.597713,34262793
2010-08-01,46.000000,48.250000,39.000000,40.500000,38.636921,14578638
2010-09-01,41.349998,82.400002,40.500000,78.500000,74.888840,143410704
2010-10-01,79.800003,96.199997,76.800003,90.199997,86.359047,78301454
2010-11-01,93.500000,141.899994,90.000000,110.650002,105.938217,281575372
2010-12-01,112.099998,127.750000,76.800003,106.650002,102.108566,198543647
2011-01-01,107.849998,108.900002,73.900002,76.099998,72.859467,81894188
2011-02-01,77.500000,79.400002,59.049999,64.550003,61.801296,106629421
2011-03-01,65.000000,78.300003,65.000000,75.099998,71.902046,71986459
2011-04-01,76.500000,99.449997,76.099998,87.550003,83.821899,137336017
2011-05-01,88.250000,93.250000,78.400002,89.099998,85.305885,81314382
2011-06-01,89.800003,103.750000,81.250000,100.150002,95.885345,162364565
2011-07-01,101.500000,116.750000,98.500000,106.000000,101.486244,132619142
2011-08-01,107.900002,108.849998,83.550003,89.949997,86.119682,107803960
2011-09-01,90.550003,115.500000,88.099998,99.250000,95.023666,180617646
2011-10-01,97.099998,105.949997,91.300003,99.250000,95.285683,86796757
2011-11-01,98.099998,104.349998,65.199997,70.000000,67.204010,120922366
2011-12-01,73.349998,76.599998,52.250000,55.650002,53.427193,119008776
2012-01-01,56.400002,77.800003,54.150002,77.099998,74.020416,150171398
2012-02-01,77.900002,87.300003,70.000000,75.849998,72.820358,109379762
2012-03-01,76.099998,80.800003,59.099998,68.949997,66.195938,61222418
2012-04-01,69.000000,72.750000,58.799999,60.900002,58.467487,39355300
2012-05-01,60.900002,65.349998,52.049999,59.000000,56.643383,67288135
2012-06-01,58.700001,68.699997,56.099998,66.849998,64.179832,76505797
2012-07-01,67.400002,71.199997,51.599998,57.700001,55.395306,47171067
2012-08-01,58.500000,65.300003,55.200001,58.000000,55.683327,47506178
2012-09-01,59.799999,74.800003,58.049999,70.699997,67.876030,66666133
2012-10-01,71.800003,76.800003,65.000000,65.650002,63.335648,49354804
2012-11-01,65.500000,80.500000,65.099998,77.699997,74.960846,54549875
2012-12-01,78.099998,83.300003,72.050003,73.349998,70.764183,40849618
2013-01-01,73.699997,84.349998,72.699997,73.750000,71.150093,46033051
2013-02-01,74.000000,75.000000,55.150002,55.900002,53.929359,18134745
2013-03-01,55.900002,60.400002,39.049999,41.099998,39.651100,36534611
2013-04-01,41.549999,76.800003,41.349998,62.250000,60.055504,84119474
2013-05-01,62.250000,74.849998,60.500000,60.950001,58.801338,25478265
2013-06-01,60.200001,65.599998,49.349998,52.549999,50.697449,13785771
2013-07-01,52.900002,56.299999,43.950001,50.849998,49.057388,19539711
2013-08-01,50.400002,65.449997,46.299999,59.900002,57.788353,23388198
2013-09-01,59.000000,75.900002,57.799999,61.099998,59.180893,19358887
2013-10-01,60.599998,91.599998,58.799999,87.650002,84.896965,40543096
2013-11-01,87.500000,97.349998,81.250000,89.900002,87.076309,28943213
2013-12-01,89.900002,109.800003,88.699997,104.000000,100.733421,43625853
2014-01-01,104.250000,127.699997,91.599998,102.699997,99.474243,75447193
2014-02-01,103.599998,104.500000,90.000000,103.400002,100.152283,41181527
2014-03-01,103.400002,109.099998,95.000000,99.099998,95.987320,44295267
2014-04-01,99.000000,109.500000,90.500000,92.199997,89.304054,52291656
2014-05-01,92.199997,112.500000,82.800003,94.150002,91.192818,63636009
2014-06-01,94.400002,108.150002,90.750000,93.000000,90.078926,52610757
2014-07-01,94.099998,99.300003,77.000000,93.150002,90.224213,59758362
2014-08-01,90.500000,94.000000,84.699997,86.050003,83.347229,21127140
2014-09-01,86.449997,104.750000,85.750000,89.000000,86.204575,73133661
2014-10-01,89.599998,99.599998,85.400002,89.349998,86.792686,34707020
2014-11-01,90.000000,104.900002,89.599998,93.449997,90.775337,53706915
2014-12-01,94.000000,97.400002,79.650002,90.800003,88.201195,28580820
2015-01-01,90.500000,103.199997,87.699997,89.349998,86.792686,41117194
2015-02-01,89.500000,103.800003,87.900002,91.250000,88.638306,41645623
2015-03-01,94.900002,97.300003,69.199997,80.400002,78.098854,25505823
2015-04-01,79.949997,97.150002,76.000000,78.800003,76.544655,37836335
2015-05-01,78.800003,83.099998,71.650002,77.150002,74.941872,19899998
2015-06-01,77.449997,79.599998,67.650002,72.349998,70.279251,25401752
2015-07-01,72.949997,85.400002,72.099998,75.750000,73.581940,41904272
2015-08-01,75.949997,85.400002,65.000000,80.949997,78.633110,78923532
2015-09-01,79.699997,82.150002,69.400002,76.900002,74.699028,29278622
2015-10-01,77.599998,93.300003,77.150002,84.449997,82.137360,56132750
2015-11-01,84.949997,90.699997,78.000000,89.599998,87.146332,25779381
2015-12-01,90.599998,93.500000,76.150002,80.250000,78.052383,43648962
2016-01-01,80.449997,86.400002,67.050003,74.400002,72.362579,37335080
2016-02-01,74.949997,74.949997,49.150002,49.700001,48.338985,14617007
2016-03-01,50.099998,70.849998,50.099998,66.000000,64.192627,33199418
2016-04-01,68.000000,89.500000,66.000000,82.000000,79.754463,52560619
2016-05-01,81.849998,86.699997,76.849998,82.849998,80.581177,19872393
2016-06-01,83.099998,99.650002,81.449997,95.949997,93.322441,57994629
2016-07-01,96.500000,100.750000,88.500000,96.000000,93.371071,33451751
2016-08-01,97.150002,164.949997,93.500000,154.850006,150.609497,172065143
2016-09-01,154.000000,176.199997,147.100006,167.899994,163.302124,96517776
2016-10-01,170.000000,195.300003,164.800003,185.399994,180.553925,77365309
2016-11-01,184.500000,185.050003,99.699997,114.849998,111.847992,95962640
2016-12-01,115.599998,116.000000,95.000000,110.000000,107.124763,40101764
2017-01-01,110.000000,139.449997,108.599998,124.800003,121.537918,62542654
2017-02-01,124.800003,148.000000,112.300003,143.000000,139.262207,47424504
2017-03-01,143.000000,183.649994,138.000000,181.100006,176.366318,125442027
2017-04-01,182.649994,218.300003,157.149994,159.500000,155.330933,143652293
2017-05-01,159.500000,176.300003,139.000000,155.699997,151.630219,63372721
2017-06-01,156.750000,170.399994,148.750000,155.250000,151.192001,50381279
2017-07-01,155.350006,177.750000,153.550003,170.750000,166.286850,65279117
2017-08-01,171.649994,196.250000,157.000000,194.300003,189.221298,68922364
2017-09-01,196.350006,210.449997,182.300003,194.149994,189.075226,83158637
2017-10-01,194.149994,268.399994,192.800003,265.450012,258.979126,102776231
2017-11-01,266.799988,291.299988,242.000000,261.299988,254.930283,70980312
2017-12-01,262.700012,323.899994,241.550003,308.200012,300.687042,68817816
2018-01-01,308.000000,401.600006,296.200012,345.799988,337.370453,86510724
2018-02-01,346.100006,386.399994,309.700012,346.850006,338.394836,52238665
