Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,546.674988,574.950012,509.049988,523.099976,444.847931,293954930
2010-02-01,518.750000,1018.799988,479.575012,489.475006,416.253052,148426116
2010-03-01,979.299988,1091.349976,489.700012,537.125000,456.774963,191840304
2010-04-01,539.000000,1120.449951,506.000000,516.799988,439.490417,172349196
2010-05-01,513.000000,546.700012,488.000000,522.799988,444.592865,217453436
2010-06-01,521.650024,546.974976,497.549988,544.924988,469.776123,185377484
2010-07-01,542.000000,547.224976,503.625000,504.825012,435.206207,155750008
2010-08-01,508.000000,515.500000,457.500000,459.600006,396.218048,213216366
2010-09-01,462.524994,957.799988,460.500000,493.625000,425.550812,220053928
2010-10-01,496.000000,555.000000,495.000000,548.125000,472.534851,219787472
2010-11-01,560.500000,1029.000000,479.149994,492.799988,424.839539,206611918
2010-12-01,492.500000,1057.750000,489.375000,529.349976,456.349060,170979176
2011-01-01,532.500000,958.400024,451.000000,459.649994,396.261139,204548372
2011-02-01,462.549988,504.700012,442.549988,482.125000,415.636749,246646104
2011-03-01,486.850006,991.299988,482.000000,524.549988,452.210999,197424416
2011-04-01,524.525024,1039.250000,485.000000,491.875000,424.042084,128778294
2011-05-01,491.950012,493.399994,449.174988,475.924988,410.291718,143677136
2011-06-01,476.000000,483.500000,414.049988,449.250000,393.946686,170411504
2011-07-01,453.500000,453.500000,411.575012,413.975006,363.014160,168997002
2011-08-01,419.000000,419.450012,356.000000,391.299988,343.130402,177054144
2011-09-01,398.350006,429.500000,373.774994,404.174988,354.420471,250636518
2011-10-01,395.600006,452.000000,380.875000,438.774994,384.761139,146314796
2011-11-01,435.250000,452.500000,375.500000,389.125000,341.223175,159896602
2011-12-01,399.500000,422.299988,344.500000,346.475006,303.823425,193264082
2012-01-01,348.399994,413.950012,343.575012,408.549988,358.256927,218679384
2012-02-01,409.450012,432.350006,382.674988,410.375000,359.857300,205048838
2012-03-01,405.899994,415.000000,359.000000,375.299988,329.100067,192017372
2012-04-01,374.674988,381.450012,361.850006,372.549988,326.688568,122314484
2012-05-01,372.500000,375.700012,336.524994,352.799988,309.369812,151636816
2012-06-01,353.674988,371.475006,336.700012,368.924988,331.489044,133559630
2012-07-01,367.750000,373.049988,353.325012,371.799988,334.072296,99189354
2012-08-01,370.125000,412.450012,365.274994,383.200012,344.315521,142289296
2012-09-01,384.000000,440.799988,380.024994,418.600006,376.123352,150846334
2012-10-01,420.000000,431.000000,341.174988,402.750000,361.881714,131799460
2012-11-01,397.500000,407.450012,380.549988,396.850006,356.580444,107928024
2012-12-01,397.500000,424.899994,394.875000,419.774994,377.179108,97742448
2013-01-01,422.000000,477.500000,418.125000,443.325012,398.339447,165232600
2013-02-01,445.674988,450.500000,402.875000,406.924988,365.633026,109427094
2013-03-01,408.000000,434.700012,382.200012,386.450012,347.235687,120833146
2013-04-01,390.500000,413.299988,382.075012,394.100006,354.109436,137556656
2013-05-01,394.100006,427.500000,389.600006,403.149994,362.241119,142192584
2013-06-01,401.850006,436.500000,387.649994,431.299988,396.253082,155875184
2013-07-01,431.000000,463.950012,419.500000,436.024994,400.594147,152133116
2013-08-01,437.575012,441.424988,381.950012,426.924988,392.233582,145785768
2013-09-01,426.600006,450.500000,409.549988,411.200012,377.786407,138362656
2013-10-01,413.149994,459.000000,408.850006,457.350006,420.186310,124723052
2013-11-01,455.049988,463.274994,417.625000,426.600006,391.934998,90954280
2013-12-01,426.500000,454.500000,418.375000,447.600006,411.228577,97837864
2014-01-01,448.725006,449.125000,411.100006,415.575012,381.805878,129600574
2014-02-01,413.100006,414.899994,396.549988,399.975006,367.473511,83871244
2014-03-01,400.049988,469.899994,398.575012,465.375000,427.559204,191553198
2014-04-01,468.000000,494.375000,464.549988,467.899994,429.879028,118291990
2014-05-01,467.899994,572.625000,462.500000,532.349976,489.091858,189944566
