Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,15.600000,19.933300,14.793300,18.173300,11.722415,53585832
2010-02-01,18.253300,23.000000,17.746700,19.066700,12.298688,19876311
2010-03-01,19.466700,27.440001,19.466700,24.246700,15.639968,46731217
2010-04-01,24.266701,28.206699,24.146700,26.486700,17.084848,20391773
2010-05-01,26.893299,27.600000,23.200001,24.433300,15.760333,4690330
2010-06-01,24.200001,30.733299,24.200001,29.320000,18.912426,14181853
2010-07-01,29.313299,30.400000,27.480000,29.219999,21.459473,5434372
2010-08-01,29.200001,34.533298,26.219999,30.920000,22.707968,68728425
2010-09-01,31.020000,36.506699,30.873301,32.206699,23.652933,39123906
2010-10-01,32.533298,35.466702,31.200001,31.799999,23.354252,15264030
2010-11-01,32.033298,33.833302,25.626699,27.559999,20.240351,11534940
2010-12-01,27.333300,30.533300,22.866699,28.280001,20.769125,3595101
2011-01-01,28.013300,31.306700,23.066700,27.513300,20.206057,27603038
2011-02-01,28.000000,29.266701,23.266701,26.260000,19.285618,10283671
2011-03-01,26.406700,28.080000,25.600000,26.706699,19.613678,6269451
2011-04-01,27.106701,33.933300,26.799999,33.453300,24.568453,24696629
2011-05-01,34.053299,38.426701,32.466702,37.099998,27.246624,19773524
2011-06-01,37.293301,44.400002,36.073299,40.400002,29.670183,11924739
2011-07-01,40.546700,49.200001,39.686699,46.373299,39.275166,7981185
2011-08-01,46.933300,47.466702,37.506699,42.146702,35.695522,3934861
2011-09-01,42.000000,46.126701,39.333302,39.740002,33.657196,1317309
2011-10-01,39.466702,45.973301,38.400002,44.846699,37.982239,4289984
2011-11-01,43.880001,51.173302,39.200001,45.200001,38.281467,2246827
2011-12-01,45.866699,47.466702,38.933300,45.633301,38.648441,2420753
2012-01-01,40.013302,48.266701,38.946701,46.106701,39.049385,1970077
2012-02-01,46.000000,57.926701,44.933300,56.619999,47.953461,5821553
2012-03-01,57.573299,65.599998,54.666698,61.093300,51.742058,4900124
2012-04-01,60.453300,80.559998,60.426701,75.239998,63.723396,6708036
2012-05-01,75.199997,107.172997,70.333298,83.720001,70.905403,17196284
2012-06-01,83.333298,95.926697,75.866699,93.493301,79.182762,28445614
2012-07-01,93.993301,101.932999,91.599998,99.139999,91.250977,6864983
2012-08-01,99.339996,116.266998,95.199997,110.773003,101.958267,3606265
2012-09-01,111.733002,119.239998,103.453003,111.932999,103.025963,1926686
2012-10-01,109.866997,112.000000,96.000000,104.373001,96.067566,2065543
2012-11-01,104.667000,106.000000,90.666702,101.199997,93.147057,1677827
2012-12-01,101.333000,109.693001,99.346703,101.906998,93.797783,1893023
2013-01-01,101.612999,180.000000,101.599998,164.279999,151.207474,29288818
2013-02-01,149.332993,168.000000,142.000000,157.492996,144.960556,8009382
2013-03-01,157.332993,192.000000,157.320007,171.973007,158.288315,4071896
2013-04-01,173.932999,223.199997,168.533005,185.653000,170.879730,23114792
2013-05-01,207.412994,270.506989,202.720001,246.653000,227.025696,20133406
2013-06-01,253.386993,259.200012,207.466995,233.973007,215.354706,6248022
2013-07-01,235.973007,314.399994,231.199997,250.466995,230.536163,8785777
2013-08-01,250.667007,253.867004,190.932999,203.679993,191.706039,4796922
2013-09-01,204.000000,319.600006,204.000000,291.679993,274.532715,6103221
2013-10-01,292.279999,362.640015,282.100006,355.179993,334.299622,7703750
2013-11-01,356.799988,407.519989,354.000000,391.540009,368.522125,3970106
2013-12-01,391.920013,408.399994,365.600006,378.700012,356.436951,2114105
2014-01-01,374.799988,397.859985,355.519989,377.600006,355.401611,4199920
2014-02-01,377.579987,425.160004,310.660004,416.279999,391.807678,2308129
2014-03-01,418.059998,434.760010,390.940002,398.000000,374.602356,2519303
2014-04-01,404.799988,408.420013,384.000000,396.980011,373.642334,2217710
2014-05-01,396.980011,456.000000,389.279999,429.820007,404.551758,8896440
2014-06-01,430.019989,675.200012,428.399994,482.160004,453.814758,6306168
2014-07-01,664.400024,692.000000,566.000000,636.340027,598.930847,3156383
2014-08-01,640.000000,719.520020,580.000000,635.979980,608.148865,4383421
2014-09-01,635.979980,737.919983,630.659973,692.559998,662.252930,2691375
2014-10-01,688.440002,779.119995,650.000000,759.780029,726.531311,1845042
2014-11-01,770.000000,1010.780029,745.460022,944.940002,903.588562,2665407
2014-12-01,940.000000,1099.939941,890.219971,930.859985,890.124634,3270130
2015-01-01,930.859985,1099.599976,905.000000,1021.900024,977.180725,3320959
2015-02-01,1026.400024,1140.000000,968.000000,1090.459961,1042.740479,2792291
2015-03-01,1120.400024,1384.000000,1088.000000,1229.000000,1175.217773,4457515
2015-04-01,1235.000000,1474.500000,1207.050049,1263.000000,1207.730103,2934432
2015-05-01,1263.000000,1596.400024,1228.099976,1579.650024,1510.523193,3964001
2015-06-01,1580.000000,1672.000000,1377.750000,1569.000000,1500.339111,5368846
2015-07-01,1569.500000,1689.699951,1530.199951,1563.900024,1501.251099,3949455
2015-08-01,1565.099976,1720.000000,1278.699951,1441.400024,1383.658325,5053811
2015-09-01,1493.949951,1551.000000,1315.900024,1479.750000,1420.471924,3448977
2015-10-01,1497.849976,1630.000000,1460.500000,1503.500000,1443.270508,3124747
2015-11-01,1550.000000,1555.349976,1312.599976,1326.050049,1272.929321,2703880
2015-12-01,1335.000000,1406.949951,1211.349976,1331.750000,1278.400635,3557757
2016-01-01,1331.900024,1351.000000,1101.050049,1273.949951,1222.916260,4897435
2016-02-01,1285.500000,1379.949951,1203.800049,1302.050049,1249.890747,4234223
2016-03-01,1290.000000,1460.000000,1290.000000,1409.150024,1352.700317,2770356
2016-04-01,1412.000000,1564.000000,1349.250000,1514.500000,1462.276978,2975109
2016-05-01,1505.500000,1614.349976,1445.099976,1518.750000,1466.380493,2433478
2016-06-01,1529.949951,1594.550049,1399.300049,1502.150024,1450.352905,2397470
2016-07-01,1500.000000,1790.000000,1492.000000,1781.650024,1720.215088,4006258
2016-08-01,1780.000000,2009.949951,1752.349976,1901.300049,1835.739380,2919748
2016-09-01,1916.400024,2095.899902,1825.000000,2007.099976,1937.891113,2941245
2016-10-01,2014.000000,2125.000000,1890.250000,2041.599976,1971.201538,2500004
2016-11-01,2053.899902,2053.899902,1683.050049,1897.500000,1832.070313,2404261
2016-12-01,1897.500000,1927.000000,1665.550049,1782.800049,1726.845947,2348403
2017-01-01,1783.000000,1840.000000,1526.650024,1704.250000,1650.761230,7297253
2017-02-01,1698.000000,1832.000000,1665.000000,1717.449951,1663.546875,2939040
2017-03-01,1728.900024,1852.949951,1700.099976,1760.550049,1705.294189,2617075
2017-04-01,1765.000000,1820.199951,1630.250000,1652.250000,1606.533203,1810290
2017-05-01,1652.250000,1696.949951,1401.650024,1569.800049,1526.364746,4041999
2017-06-01,1569.000000,1629.599976,1506.000000,1544.900024,1502.153564,1828500
2017-07-01,1543.000000,1599.000000,1391.900024,1397.150024,1358.491699,2424606
2017-08-01,1405.000000,1415.150024,1135.000000,1193.949951,1160.914063,4833433
2017-09-01,1194.000000,1297.650024,1120.050049,1134.800049,1103.400879,6422919
2017-10-01,1134.800049,1283.000000,1126.000000,1220.050049,1186.291992,4791152
2017-11-01,1226.949951,1408.000000,1169.000000,1370.099976,1332.190186,5503652
2017-12-01,1370.000000,1518.800049,1256.000000,1491.449951,1450.182495,6839798
2018-01-01,1498.400024,1595.000000,1410.000000,1451.550049,1411.386597,12249072
2018-02-01,1460.000000,1465.000000,1236.099976,1397.750000,1359.075195,3889431
2018-03-01,1395.000000,1457.750000,1300.000000,1390.349976,1351.879883,4004914
2018-04-01,1395.199951,1420.000000,1338.000000,1355.250000,1317.751099,2687253
2018-05-01,1355.250000,1365.000000,953.000000,962.349976,935.722351,6682235
2018-06-01,956.000000,1126.699951,895.849976,982.700012,955.509277,13170352
2018-07-01,988.400024,1176.599976,900.099976,1138.199951,1106.706543,12326601
2018-08-01,1146.949951,1290.449951,1125.599976,1270.750000,1235.589111,8487806
2018-09-01,1274.800049,1294.000000,1051.050049,1063.750000,1034.316772,6578142
2018-10-01,1055.099976,1084.000000,940.500000,1058.349976,1029.066040,6509467
2018-11-01,1080.000000,1190.000000,1051.750000,1168.550049,1136.217041,6925361
2018-12-01,1175.849976,1204.449951,1002.900024,1185.699951,1162.733154,6558597
2019-01-01,1182.000000,1192.000000,1009.000000,1020.650024,1000.880127,7595079
2019-02-01,1025.000000,1030.900024,903.000000,978.900024,959.938904,13445845
2019-03-01,988.000000,1064.400024,945.500000,1035.199951,1015.148254,10004206
2019-04-01,1038.099976,1050.000000,984.000000,990.400024,971.216125,4980240
2019-05-01,990.400024,1093.150024,970.000000,1045.550049,1025.297852,8758778
2019-06-01,1045.000000,1076.000000,910.000000,955.799988,937.286255,6303501
2019-07-01,959.799988,979.500000,825.000000,881.849976,864.768677,4038116
2019-08-01,903.000000,1030.000000,882.200012,1022.750000,1002.939453,5409589
2019-09-01,1022.750000,1095.000000,990.000000,1010.599976,991.024780,2044086
2019-10-01,1010.000000,1057.500000,950.000000,1050.699951,1030.348022,1838384
2019-11-01,1050.000000,1088.650024,903.400024,996.900024,977.590210,2271119
2019-12-01,999.000000,1002.200012,942.250000,974.549988,968.580200,1149318
2020-01-01,975.000000,1211.000000,965.099976,1108.400024,1101.610352,3059586
2020-02-01,1108.000000,1490.000000,1095.099976,1445.400024,1436.545898,11534953
2020-03-01,1393.000000,1545.000000,961.000000,1366.300049,1357.930542,4559134
2020-04-01,1380.000000,1549.800049,1235.199951,1487.199951,1478.089844,3089435
2020-05-01,1450.000000,1580.000000,1355.400024,1523.949951,1514.614746,4749986
2020-06-01,1533.000000,1540.000000,1399.400024,1417.150024,1408.468994,3426421
2020-07-01,1421.000000,1648.000000,1331.000000,1629.199951,1619.219971,4998107
2020-08-01,1670.000000,1759.949951,1470.000000,1484.599976,1475.505737,5406318
2020-09-01,1494.000000,1655.800049,1424.500000,1613.599976,1603.715576,4189443
2020-10-01,1615.900024,1680.000000,1516.000000,1573.150024,1563.513428,2959152
